AlleganyCounty,Column1,Column2,Column3,Column4,Column5,Column6,Column7
CarrollCounty,,76-100,,,,,
CarrollCounty,,,Not working,2049,2603,593,1581
CarrollCounty,,,part-time,379,317,41,96
CarrollCounty,,,full-time,478,902,662,691
CarrollCounty,,100-500,,,,,
CarrollCounty,,,Not working,42705,38091,42083,38619
CarrollCounty,,,part-time,8580,8273,7985,6973
CarrollCounty,,,full-time,33394,31480,31991,28502
CarrollCounty,,501,,,,,
CarrollCounty,,,Not working,23048,26696,24803,27731
CarrollCounty,,,part-time,5428,6732,7585,7940
CarrollCounty,,,full-time,41138,45093,43526,47534
Cecil County,Column1,Column2,Column3,Column4,Column5,Column6,Column7
Cecil County,Employment Status Amongst Maryland Workers,,,2015,2016,2017,2018
Cecil County,Gender,,,,,,
Cecil County,,Male,,,,,
Cecil County,,,Not working,22135,21047,22293,22374
Cecil County,,,part-time,3017,2687,2718,3649
Cecil County,,,full-time,26340,27230,26882,23915
Cecil County,,Female,,,,,
Cecil County,,,Not working,26880,24752,24611,23922
Cecil County,,,part-time,4686,5896,4254,5338
Cecil County,,,full-time,19160,20865,21844,23589
Cecil County,Race,,,,,,
Cecil County,,White,,,,,
Cecil County,,,Not working,42651,39359,41246,40675
Cecil County,,,part-time,6332,7762,6799,7436
Cecil County,,,full-time,40958,42449,42578,42662
Cecil County,,Black,,,,,
Cecil County,,,Not working,3153,3070,3517,3175
Cecil County,,,part-time,,711,,1296
Cecil County,,,full-time,2322,3400,4269,1929
Cecil County,,American Indian or Alaska Native,,,,,
Cecil County,,,Not working,53,,,
Cecil County,,,part time,,,,
Cecil County,,,full time,,,,
Cecil County,,Chinese,,,,,
Cecil County,,,Not working,,,,
Cecil County,,,part time,,7,,
Cecil County,,,full time,,46,,
Cecil County,,Japanese,,,,,
Cecil County,,,Not working,,,,
Cecil County,,,part time,,,,
Cecil County,,,full time,,67,,
Cecil County,,Other Asian,,,,,
Cecil County,,,Not working,1251,629,454,112
Cecil County,,,part-time,101,103,,
Cecil County,,,full-time,459,474,521,848
Cecil County,,Other Race,,,,,
Cecil County,,,Not working,,686,304,
Cecil County,,,part-time,929,,,255
Cecil County,,,full-time,789,1059,243,793
Cecil County,,Two Major,,,,,
Cecil County,,,Not working,1907,1975,1238,1174
Cecil County,,,part-time,341,,173,
Cecil County,,,full-time,972,472,1096,948
Cecil County,,Three or More,,,,,
Cecil County,,,Not working,,80,145,1160
Cecil County,,,part time,,,,
Cecil County,,,full time,,128,19,324
Cecil County,Education,,,,,,
Cecil County,,N/A,,,,,
Cecil County,,,Not working,2001,2925,3033,3754
Cecil County,,,part time,0,0,,
Cecil County,,,full time,0,0,,
Cecil County,,No School,,,,,
Cecil County,,,Not working,2066,3639,3245,1718
Cecil County,,,part time,,,,
Cecil County,,,full-time,84,212,212,204
Cecil County,,Nursery,,,,,
Cecil County,,,Not working,2561,2384,1623,1722
Cecil County,,,part-time,,,,120
Cecil County,,,full time,,,,
Cecil County,,Kindergarten,,,,,
Cecil County,,,Not working,2080,1109,1839,1182
Cecil County,,,part time,,,,
Cecil County,,,full time,,,,
Cecil County,,Less than Highschool,,,,,
Cecil County,,,Not working,12719,11647,12059,11920
Cecil County,,,part time,500,0,0,230
Cecil County,,,full time,353,393,86,289
Cecil County,,Some Highschool,,,,,
Cecil County,,,Not working,6273,5972,4724,4653
Cecil County,,,part time,607,1859,1349,1655
Cecil County,,,full time,2317,3481,3247,2253
Cecil County,,Regular Highschool Diploma,,,,,
Cecil County,,,Not working,11105,7624,8426,9848
Cecil County,,,part-time,2719,1538,986,2116
Cecil County,,,full-time,13949,13125,12914,14138
Cecil County,,GED,,,,,
Cecil County,,,Not working,1971,1252,1411,1397
Cecil County,,,part-time,399,690,440,
Cecil County,,,full-time,2689,1798,1462,1691
Cecil County,,Some College,,,,,
Cecil County,,,Not working,1742,2344,1503,2729
Cecil County,,,part-time,339,366,545,893
Cecil County,,,full-time,3202,5888,4025,5157
Cecil County,,1 or more,,,,,
Cecil County,,,Not working,2725,2695,4020,1937
Cecil County,,,part-time,591,2006,1764,1751
Cecil County,,,full-time,8429,7179,8576,4933
Cecil County,,Associate,,,,,
Cecil County,,,Not working,1287,828,1387,1330
Cecil County,,,part-time,841,493,242,289
Cecil County,,,full-time,3012,4419,3956,4256
Cecil County,,Bachelor's,,,,,
Cecil County,,,Not working,1339,1472,2531,2961
Cecil County,,,part-time,1096,1078,1404,1498
Cecil County,,,full-time,6249,7399,8389,9293
Cecil County,,Master's,,,,,
Cecil County,,,Not working,1146,1478,944,853
Cecil County,,,part-time,410,383,197,336
Cecil County,,,full-time,3752,3450,4585,4276
Cecil County,,Professional,,,,,
Cecil County,,,Not working,,367,159,284
Cecil County,,,part-time,90,115,45,
Cecil County,,,full-time,765,101,443,335
Cecil County,,Doctoral,,,,,
Cecil County,,,Not working,,63,,8
Cecil County,,,part-time,111,55,,99
Cecil County,,,full-time,699,650,831,679
Cecil County,,,,,,,
Cecil County,Poverty as a percentage of the Federal poverty level,0-25,,,,,
Cecil County,,,Not working,4141,2388,2392,2759
Cecil County,,,part-time,432,167,63,479
Cecil County,,,full-time,365,108,293,141
Cecil County,,26-50,,,,,
Cecil County,,,Not working,2288,1236,1132,1084
Cecil County,,,part-time,497,,300,130
Cecil County,,,full-time,347,162,1145,340
Cecil County,,51-75,,,,,
Cecil County,,,Not working,220,3142,622,1488
Cecil County,,,part-time,,437,89,110
Cecil County,,,full-time,123,919,118,52
Cecil County,,76-100,,,,,
Cecil County,,,Not working,2992,942,2377,957
Cecil County,,,part-time,41,134,170,
Cecil County,,,full-time,1003,407,835,299
Cecil County,,100-500,,,,,
Cecil County,,,Not working,30222,28878,28534,29602
Cecil County,,,part-time,4612,5430,4693,5800
Cecil County,,,full-time,23841,24453,22315,25355
Cecil County,,501,,,,,
Cecil County,,,Not working,9152,9213,11847,10406
Cecil County,,,part-time,2121,2415,1657,2468
Cecil County,,,full-time,19821,22046,24020,21317
CharlesCounty,Column1,Column2,Column3,Column4,Column5,Column6,Column7
CharlesCounty,Employment Status Amongst Maryland Workers,,,2015,2016,2017,2018
CharlesCounty,Gender,,,,,,
CharlesCounty,,Male,,,,,
CharlesCounty,,,Not working,32174,33754,35258,33726
CharlesCounty,,,part-time,4460,4814,3879,4484
CharlesCounty,,,full-time,38294,39066,38695,38895
CharlesCounty,,Female,,,,,
CharlesCounty,,,Not working,40607,37804,41089,38384
CharlesCounty,,,part-time,5294,4052,4581,5820
CharlesCounty,,,full-time,35120,38671,36761,39844
CharlesCounty,Race,,,,,,
CharlesCounty,,White,,,,,
CharlesCounty,,,Not working,32973,31770,31982,31898
CharlesCounty,,,part-time,4522,4147,4564,5313
CharlesCounty,,,full-time,35322,36046,34464,32379
CharlesCounty,,Black,,,,,
CharlesCounty,,,Not working,28746,31345,33381,33238
CharlesCounty,,,part-time,3418,3959,3365,3952
CharlesCounty,,,full-time,33021,36250,33450,40203
CharlesCounty,,American Indian or Alaska Native,,,,,
CharlesCounty,,,Not working,86,,126,555
CharlesCounty,,,part-time,,46,,
CharlesCounty,,,full-time,51,40,512,521
CharlesCounty,,Chinese,,,,,
CharlesCounty,,,Not working,380,242,976,211
CharlesCounty,,,part-time,132,166,,
CharlesCounty,,,full-time,449,144,613,376
CharlesCounty,,Japanese,,,,,
CharlesCounty,,,Not working,,101,,
CharlesCounty,,,part time,,,,
CharlesCounty,,,full time,,,,350
CharlesCounty,,Other Asian,,,,,
CharlesCounty,,,Not working,2311,1362,2219,1820
CharlesCounty,,,part-time,705,122,308,385
CharlesCounty,,,full-time,1460,2131,2474,1472
CharlesCounty,,Other Race,,,,,
CharlesCounty,,,Not working,78,373,526,321
CharlesCounty,,,part-time,,307,135,94
CharlesCounty,,,full-time,55,390,355,829
CharlesCounty,,Two Major,,,,,
CharlesCounty,,,Not working,7891,5171,5177,3597
CharlesCounty,,,part-time,977,,88,560
CharlesCounty,,,full-time,2905,2275,2108,1833
CharlesCounty,,Three or More,,,,,
CharlesCounty,,,Not working,316,1194,1960,470
CharlesCounty,,,part-time,,119,,
CharlesCounty,,,full-time,151,461,1480,776
CharlesCounty,Education,,,,,,
CharlesCounty,,N/A,,,,,
CharlesCounty,,,Not working,6123,5525,5455,5696
CharlesCounty,,,part time,,,,
CharlesCounty,,,full-time,,,,
CharlesCounty,,No School,,,,,
CharlesCounty,,,Not working,3956,3809,3611,3922
CharlesCounty,,,part time,,,,
CharlesCounty,,,full-time,99,444,390,547
CharlesCounty,,Nursery,,,,,
CharlesCounty,,,Not working,2334,2922,2643,2701
CharlesCounty,,,part time,,,,
CharlesCounty,,,full time,,,,
CharlesCounty,,Kindergarten,,,,,
CharlesCounty,,,Not working,2385,1889,3758,1236
CharlesCounty,,,part time,0,0,,
CharlesCounty,,,full time,,,,
CharlesCounty,,Less than Highschool,,,,,
CharlesCounty,,,Not working,18895,18812,18167,18906
CharlesCounty,,,part time,132,0,0,0
CharlesCounty,,,full time,222,182,673,187
CharlesCounty,,Some Highschool,,,,,
CharlesCounty,,,Not working,8166,8134,11216,8771
CharlesCounty,,,part time,1383,709,676,1853
CharlesCounty,,,full time,2131,1728,2315,2162
CharlesCounty,,Regular Highschool Diploma,,,,,
CharlesCounty,,,Not working,11625,14576,12293,12501
CharlesCounty,,,part-time,2614,3242,3438,3714
CharlesCounty,,,full-time,19634,26265,17292,19494
CharlesCounty,,GED,,,,,
CharlesCounty,,,Not working,1760,589,2820,1039
CharlesCounty,,,part-time,232,241,176,57
CharlesCounty,,,full-time,1406,1239,1560,2434
CharlesCounty,,Some College,,,,,
CharlesCounty,,,Not working,2353,2315,2585,3370
CharlesCounty,,,part-time,701,549,862,453
CharlesCounty,,,full-time,4447,5476,4246,6454
CharlesCounty,,1 or more,,,,,
CharlesCounty,,,Not working,7902,5841,7269,6285
CharlesCounty,,,part-time,1831,2047,905,1394
CharlesCounty,,,full-time,11692,13553,12293,13828
CharlesCounty,,Associate,,,,,
CharlesCounty,,,Not working,1877,2529,991,2430
CharlesCounty,,,part-time,506,924,916,585
CharlesCounty,,,full-time,8687,6490,8400,7287
CharlesCounty,,Bachelor's,,,,,
CharlesCounty,,,Not working,3627,2436,3443,3611
CharlesCounty,,,part-time,1510,742,994,1621
CharlesCounty,,,full-time,13047,12231,15741,17955
CharlesCounty,,Master's,,,,,
CharlesCounty,,,Not working,1300,1730,1379,1403
CharlesCounty,,,part-time,712,412,392,241
CharlesCounty,,,full-time,10715,8559,11029,6446
CharlesCounty,,Professional,,,,,
CharlesCounty,,,Not working,118,312,433,
CharlesCounty,,,part-time,75,,,209
CharlesCounty,,,full-time,921,1188,1109,1242
CharlesCounty,,Doctoral,,,,,
CharlesCounty,,,Not working,360,139,284,239
CharlesCounty,,,part-time,58,,101,177
CharlesCounty,Poverty as a percentage of the Federal poverty level,,full-time,413,382,408,703
CharlesCounty,,,,,,,
CharlesCounty,,0-25,,,,,
CharlesCounty,,,Not working,4313,4793,5275,4414
CharlesCounty,,,part-time,405,208,132,
CharlesCounty,,,full-time,195,1483,1539,767
CharlesCounty,,26-50,,,,,
CharlesCounty,,,Not working,1074,320,1548,698
CharlesCounty,,,part-time,679,,111,226
CharlesCounty,,,full-time,138,301,,251
CharlesCounty,,51-75,,,,,
CharlesCounty,,,Not working,2262,2610,1187,1293
CharlesCounty,,,part-time,,,312,142
CharlesCounty,,,full-time,366,862,229,92
CharlesCounty,,76-100,,,,,
CharlesCounty,,,Not working,996,2541,2724,279
CharlesCounty,,,part-time,54,931,273,
CharlesCounty,,,full-time,391,1155,352,334
CharlesCounty,,100-500,,,,,
CharlesCounty,,,Not working,38749,38583,39771,44265
CharlesCounty,,,part-time,4801,4475,4152,4981
CharlesCounty,,,full-time,27735,31110,29602,34218
CharlesCounty,,501,,,,,
CharlesCounty,,,Not working,25387,22711,25842,21161
CharlesCounty,,,part-time,3815,3252,3480,4955
CharlesCounty,,,full-time,44589,42826,43734,43077
FrederickCounty,Column1,Column2,Column3,Column4,Column5,Column6,Column7
FrederickCounty,Employment Status Amongst Maryland Workers,,,2015,2016,2017,2018
FrederickCounty,Gender,,,,,,
FrederickCounty,,Male,,,,,
FrederickCounty,,,Not working,44319,47068,46715,50023
FrederickCounty,,,part-time,8207,9922,9265,8338
FrederickCounty,,,full-time,66568,65459,67941,69331
FrederickCounty,,Female,,,,,
FrederickCounty,,,Not working,57674,56015,59759,57366
FrederickCounty,,,part-time,15167,14976,14378,16265
FrederickCounty,,,full-time,53278,54251,54001,53701
FrederickCounty,Race,,,,,,
FrederickCounty,,White,,,,,
FrederickCounty,,,Not working,81008,81582,83517,85347
FrederickCounty,,,part-time,18687,20788,20331,20158
FrederickCounty,,,full-time,99519,97844,97194,101654
FrederickCounty,,Black,,,,,
FrederickCounty,,,Not working,9232,12901,9273,12124
FrederickCounty,,,part-time,2545,1833,1751,2675
FrederickCounty,,,full-time,9732,11734,10323,11752
FrederickCounty,,American Indian or Alaska Native,,,,,
FrederickCounty,,,Not working,118,,405,111
FrederickCounty,,,part-time,,,91,
FrederickCounty,,,full-time,514,600,405,32
FrederickCounty,,Chinese,,,,,
FrederickCounty,,,Not working,1412,491,1111,2294
FrederickCounty,,,part-time,,,150,310
FrederickCounty,,,full-time,854,27,965,1912
FrederickCounty,,Japanese,,,,,
FrederickCounty,,,Not working,123,,340,268
FrederickCounty,,,part-time,,138,,186
FrederickCounty,,,full-time,228,,85,64
FrederickCounty,,Other Asian,,,,,
FrederickCounty,,,Not working,2972,3470,4078,2510
FrederickCounty,,,part-time,946,1230,449,213
FrederickCounty,,,full-time,4629,5832,5667,3519
FrederickCounty,,Other Race,,,,,
FrederickCounty,,,Not working,1683,1009,1688,874
FrederickCounty,,,part-time,416,280,84,361
FrederickCounty,,,full-time,2128,1447,3320,1656
FrederickCounty,,Two Major,,,,,
FrederickCounty,,,Not working,4877,3467,5586,3125
FrederickCounty,,,part-time,780,449,787,700
FrederickCounty,,,full-time,1973,1966,2985,2113
FrederickCounty,,Three or More,,,,,
FrederickCounty,,,Not working,568,163,476,736
FrederickCounty,,,part-time,,180,,
FrederickCounty,,,full-time,269,260,998,330
FrederickCounty,Education,,,,,,
FrederickCounty,,N/A,,,,,
FrederickCounty,,,Not working,9085,7245,9052,8434
FrederickCounty,,,part time,0,0,,
FrederickCounty,,,full time,0,0,,
FrederickCounty,,No School,,,,,
FrederickCounty,,,Not working,5633,6367,5966,5457
FrederickCounty,,,part-time,277,347,191,133
FrederickCounty,,,full-time,1607,593,581,853
FrederickCounty,,Nursery,,,,,
FrederickCounty,,,Not working,4227,4676,4800,5034
FrederickCounty,,,part time,,,,
FrederickCounty,,,full time,,,,
FrederickCounty,,Kindergarten,,,,,
FrederickCounty,,,Not working,2932,3354,3695,3466
FrederickCounty,,,part time,0,0,,
FrederickCounty,,,full time,,,,
FrederickCounty,,Less than Highschool,,,,,
FrederickCounty,,,Not working,29729,27591,28402,29119
FrederickCounty,,,part time,36,155,232,930
FrederickCounty,,,full time,675,1216,686,2107
FrederickCounty,,Some Highschool,,,,,
FrederickCounty,,,Not working,12289,12457,11776,10510
FrederickCounty,,,part time,1920,4251,3841,3033
FrederickCounty,,,full time,3247,4017,3633,4071
FrederickCounty,,Regular Highschool Diploma,,,,,
FrederickCounty,,,Not working,11794,13878,14151,15624
FrederickCounty,,,part-time,4539,4773,5032,5144
FrederickCounty,,,full-time,25777,23843,19962,25456
FrederickCounty,,GED,,,,,
FrederickCounty,,,Not working,1046,2209,1232,1479
FrederickCounty,,,part-time,669,305,303,351
FrederickCounty,,,full-time,2402,2050,2464,2623
FrederickCounty,,Some College,,,,,
FrederickCounty,,,Not working,3740,3320,3643,4873
FrederickCounty,,,part-time,2739,2042,1691,2324
FrederickCounty,,,full-time,8815,9988,10145,8200
FrederickCounty,,1 or more,,,,,
FrederickCounty,,,Not working,6372,7980,6101,4463
FrederickCounty,,,part-time,4199,3874,4005,5292
FrederickCounty,,,full-time,17557,14831,18158,13846
FrederickCounty,,Associate,,,,,
FrederickCounty,,,Not working,3214,2774,3094,3334
FrederickCounty,,,part-time,1293,2237,2094,836
FrederickCounty,,,full-time,9070,9907,10366,10631
FrederickCounty,,Bachelor's,,,,,
FrederickCounty,,,Not working,6893,6247,8099,7888
FrederickCounty,,,part-time,4653,4052,2987,4611
FrederickCounty,,,full-time,31198,29753,32732,31323
FrederickCounty,,Master's,,,,,
FrederickCounty,,,Not working,3865,3799,4747,6217
FrederickCounty,,,part-time,2266,2303,2675,1989
FrederickCounty,,,full-time,13734,17822,16544,17055
FrederickCounty,,Professional,,,,,
FrederickCounty,,,Not working,548,813,1061,777
FrederickCounty,,,part-time,365,383,154,123
FrederickCounty,,,full-time,2958,2142,2357,2980
FrederickCounty,,Doctoral,,,,,
FrederickCounty,,,Not working,626,373,655,714
FrederickCounty,,,part-time,418,176,438,177
FrederickCounty,,,full-time,2806,3548,4314,3547
FrederickCounty,Poverty as a percentage of the Federal poverty level,,,,,,
FrederickCounty,,0-25,,,,,
FrederickCounty,,,Not working,7698,6088,5956,6010
FrederickCounty,,,part-time,1667,1794,1216,1923
FrederickCounty,,,full-time,574,1631,1966,1167
FrederickCounty,,26-50,,,,,
FrederickCounty,,,Not working,832,871,1657,1289
FrederickCounty,,,part-time,423,,1073,406
FrederickCounty,,,full-time,1032,1232,1117,196
FrederickCounty,,51-75,,,,,
FrederickCounty,,,Not working,2948,2849,2223,3215
FrederickCounty,,,part-time,420,597,562,528
FrederickCounty,,,full-time,1419,1393,652,896
FrederickCounty,,76-100,,,,,
FrederickCounty,,,Not working,3239,2539,3598,1449
FrederickCounty,,,part-time,568,1301,728,740
FrederickCounty,,,full-time,1364,1725,1734,1166
FrederickCounty,,100-500,,,,,
FrederickCounty,,,Not working,54181,53588,51760,51760
FrederickCounty,,,part-time,11616,11382,11130,10390
FrederickCounty,,,full-time,56148,48082,45888,48439
FrederickCounty,,501,,,,,
FrederickCounty,,,Not working,33095,37148,41280,43666
FrederickCounty,,,part-time,8680,9824,8934,10616
FrederickCounty,,,full-time,59309,65647,70585,71168
HarfordCounty,Column1,Column2,Column3,Column4,Column5,Column6,Column7
HarfordCounty,Employment Status Amongst Maryland Workers,,,2015,2016,2017,2018
HarfordCounty,Gender,,,,,,
HarfordCounty,,Male,,,,,
HarfordCounty,,,Not working,51516,49076,50344,50665
HarfordCounty,,,part-time,9127,8187,10010,9321
HarfordCounty,,,full-time,63148,64901,63982,64019
HarfordCounty,,Female,,,,,
HarfordCounty,,,Not working,62440,61322,61377,60449
HarfordCounty,,,part-time,14527,15584,14899,14883
HarfordCounty,,,full-time,49688,51360,51863,54745
HarfordCounty,Race,,,,,,
HarfordCounty,,White,,,,,
HarfordCounty,,,Not working,89374,86073,87284,84373
HarfordCounty,,,part-time,19293,19039,19441,20598
HarfordCounty,,,full-time,91598,93154,90013,93095
HarfordCounty,,Black,,,,,
HarfordCounty,,,Not working,16971,15029,15915,16863
HarfordCounty,,,part-time,2890,3786,3970,2254
HarfordCounty,,,full-time,13834,14725,16559,16429
HarfordCounty,,American Indian or Alaska Native,,,,,
HarfordCounty,,,Not working,117,180,,98
HarfordCounty,,,part-time,,,,74
HarfordCounty,,,full-time,296,179,649,124
HarfordCounty,,Chinese,,,,,
HarfordCounty,,,Not working,,573,532,735
HarfordCounty,,,part-time,179,66,,328
HarfordCounty,,,full-time,127,500,326,979
HarfordCounty,,Japanese,,,,,
HarfordCounty,,,Not working,320,,,74
HarfordCounty,,,part time,,,,
HarfordCounty,,,full time,,,138,220
HarfordCounty,,Other Asian,,,,,
HarfordCounty,,,Not working,1563,1463,2732,2008
HarfordCounty,,,part-time,572,254,151,136
HarfordCounty,,,full-time,3172,2338,3760,2593
HarfordCounty,,Other Race,,,,,
HarfordCounty,,,Not working,812,254,1848,1620
HarfordCounty,,,part-time,241,,1147,126
HarfordCounty,,,full-time,839,2217,2074,1897
HarfordCounty,,Two Major,,,,,
HarfordCounty,,,Not working,3885,6359,3294,4666
HarfordCounty,,,part-time,479,626,200,688
HarfordCounty,,,full-time,2970,3148,1710,3230
HarfordCounty,,Three or More,,,,,
HarfordCounty,,,Not working,914,467,116,677
HarfordCounty,,,part-time,,,,
HarfordCounty,,,full-time,,,616,197
HarfordCounty,Education,,,,,,
HarfordCounty,,N/A,,,,,
HarfordCounty,,,Not working,8625,8558,9414,8387
HarfordCounty,,,part time,0,0,,
HarfordCounty,,,full time,0,0,,
HarfordCounty,,No School,,,,,
HarfordCounty,,,Not working,6729,6273,5657,5600
HarfordCounty,,,part-time,92,60,138,226
HarfordCounty,,,full-time,397,873,378,704
HarfordCounty,,Nursery,,,,,
HarfordCounty,,,Not working,4166,3693,3303,6133
HarfordCounty,,,part time,,,,
HarfordCounty,,,full time,,517,,181
HarfordCounty,,Kindergarten,,,,,
HarfordCounty,,,Not working,2078,3836,3758,2672
HarfordCounty,,,part time,0,0,,
HarfordCounty,,,full time,,111,,
HarfordCounty,,Less than Highschool,,,,,
HarfordCounty,,,Not working,26683,26587,25446,25853
HarfordCounty,,,part time,0,116,387,131
HarfordCounty,,,full time,175,159,824,539
HarfordCounty,,Some Highschool,,,,,
HarfordCounty,,,Not working,14116,13482,14623,11895
HarfordCounty,,,part time,2639,3657,3727,5023
HarfordCounty,,,full time,3617,4246,2398,4634
HarfordCounty,,Regular Highschool Diploma,,,,,
HarfordCounty,,,Not working,19138,16483,18122,17569
HarfordCounty,,,part-time,5146,6301,4530,3993
HarfordCounty,,,full-time,24861,22948,24415,21686
HarfordCounty,,GED,,,,,
HarfordCounty,,,Not working,1234,2527,2966,3642
HarfordCounty,,,part-time,399,1284,828,871
HarfordCounty,,,full-time,3225,2966,3610,3124
HarfordCounty,,Some College,,,,,
HarfordCounty,,,Not working,5034,5049,6465,4511
HarfordCounty,,,part-time,3222,1565,1211,1749
HarfordCounty,,,full-time,8460,10882,8615,10923
HarfordCounty,,1 or more,,,,,
HarfordCounty,,,Not working,11550,7727,6690,6865
HarfordCounty,,,part-time,3673,4553,4136,3288
HarfordCounty,,,full-time,16953,14908,17752,19641
HarfordCounty,,Associate,,,,,
HarfordCounty,,,Not working,3907,2926,4372,3016
HarfordCounty,,,part-time,1900,1870,2737,2504
HarfordCounty,,,full-time,10185,10335,10714,8769
HarfordCounty,,Bachelor's,,,,,
HarfordCounty,,,Not working,5222,7705,5455,8065
HarfordCounty,,,part-time,3691,2901,4202,4690
HarfordCounty,,,full-time,28572,31824,28538,27923
HarfordCounty,,Master's,,,,,
HarfordCounty,,,Not working,4984,4430,4298,5794
HarfordCounty,,,part-time,2482,1098,2330,1476
HarfordCounty,,,full-time,12836,12554,13722,15742
HarfordCounty,,Professional,,,,,
HarfordCounty,,,Not working,294,529,793,617
HarfordCounty,,,part-time,265,64,289,
HarfordCounty,,,full-time,1383,2095,2121,3175
HarfordCounty,,Doctoral,,,,,
HarfordCounty,,,Not working,196,593,359,495
HarfordCounty,,,part-time,145,302,394,253
HarfordCounty,,,full-time,2172,1843,2758,1723
HarfordCounty,Poverty as a percentage of the Federal poverty level,,,,,,
HarfordCounty,,0-25,,,,,
HarfordCounty,,,Not working,5215,7802,5979,6595
HarfordCounty,,,part-time,591,771,782,459
HarfordCounty,,,full-time,606,672,1068,827
HarfordCounty,,26-50,,,,,
HarfordCounty,,,Not working,4581,1567,1777,3210
HarfordCounty,,,part-time,1065,570,610,655
HarfordCounty,,,full-time,673,457,755,427
HarfordCounty,,51-75,,,,,
HarfordCounty,,,Not working,3015,2704,2064,2872
HarfordCounty,,,part-time,412,201,807,552
HarfordCounty,,,full-time,1015,1251,360,390
HarfordCounty,,76-100,,,,,
HarfordCounty,,,Not working,3848,4737,3773,2513
HarfordCounty,,,part-time,593,95,509,636
HarfordCounty,,,full-time,1219,1593,1147,726
HarfordCounty,,100-500,,,,,
HarfordCounty,,,Not working,66488,56623,60460,60475
HarfordCounty,,,part-time,11311,12772,12136,11948
HarfordCounty,,,full-time,48096,44063,46727,48872
HarfordCounty,,501,,,,,
HarfordCounty,,,Not working,30809,36965,37668,35449
HarfordCounty,,,part-time,9682,9362,10065,9954
HarfordCounty,,,full-time,61227,68225,65788,67522
HowardCounty,Column1,Column2,Column3,Column4,Column5,Column6,Column7
HowardCounty,Employment Status Amongst Maryland Workers,,,2015,2016,2017,2018
HowardCounty,Gender,,,,,,
HowardCounty,,Male,,,,,
HowardCounty,,,Not working,58697,59386,60020,60314
HowardCounty,,,part-time,11483,11605,10374,10351
HowardCounty,,,full-time,83701,82102,84909,86624
HowardCounty,,Female,,,,,
HowardCounty,,,Not working,72191,70870,73601,73923
HowardCounty,,,part-time,16670,19879,19137,19980
HowardCounty,,,full-time,70548,73396,73163,71920
HowardCounty,Race,,--------------------------------------------,,,,
HowardCounty,,White,,,,,
HowardCounty,,,Not working,69616,69777,71076,71152
HowardCounty,,,part-time,18963,20095,16233,20423
HowardCounty,,,full-time,94631,94789,92978,90324
HowardCounty,,Black,,,,,
HowardCounty,,,Not working,25591,26500,23716,27924
HowardCounty,,,part-time,3974,5977,6865,3557
HowardCounty,,,full-time,28023,26442,29480,31760
HowardCounty,,American Indian or Alaska Native,,,,,
HowardCounty,,,Not working,590,,511,62
HowardCounty,,,part-time,,76,375,141
HowardCounty,,,full-time,289,151,785,560
HowardCounty,,Chinese,,,,,
HowardCounty,,,Not working,4383,5317,4559,5713
HowardCounty,,,part-time,552,572,911,1335
HowardCounty,,,full-time,6046,5425,5135,5600
HowardCounty,,Japanese,,,,,
HowardCounty,,,Not working,,617,360,170
HowardCounty,,,part-time,,50,,
HowardCounty,,,full-time,618,548,397,118
HowardCounty,,Other Asian,,,,,
HowardCounty,,,Not working,21506,18935,22239,19822
HowardCounty,,,part-time,2413,3073,3732,3232
HowardCounty,,,full-time,20124,22858,22064,24257
HowardCounty,,Other Race,,,,,
HowardCounty,,,Not working,1431,1924,3115,2039
HowardCounty,,,part-time,219,326,277,693
HowardCounty,,,full-time,1020,1483,2330,1472
HowardCounty,,Two Major,,,,,
HowardCounty,,,Not working,6622,5953,6726,7020
HowardCounty,,,part-time,2032,1315,1118,760
HowardCounty,,,full-time,2953,3314,4023,4167
HowardCounty,,Three or More,,,,,
HowardCounty,,,Not working,1149,1233,1319,335
HowardCounty,,,part-time,,,,190
HowardCounty,,,full-time,545,488,880,286
HowardCounty,Education,,,,,,
HowardCounty,,N/A,,,,,
HowardCounty,,,Not working,10169,10278,11519,10129
HowardCounty,,,part time,0,0,,
HowardCounty,,,full time,0,0,,
HowardCounty,,No School,,,,,
HowardCounty,,,Not working,6558,7689,6788,10337
HowardCounty,,,part-time,,128,,
HowardCounty,,,full-time,904,590,855,1188
HowardCounty,,Nursery,,,,,
HowardCounty,,,Not working,6717,4722,6487,4939
HowardCounty,,,part time,0,164,,
HowardCounty,,,full time,,81,118,
HowardCounty,,Kindergarten,,,,,
HowardCounty,,,Not working,3365,2321,3986,3987
HowardCounty,,,part time,0,0,,
HowardCounty,,,full time,,,,
HowardCounty,,Less than Highschool,,,,,
HowardCounty,,,Not working,38539,41366,36849,37900
HowardCounty,,,part time,219,92,324,0
HowardCounty,,,full time,990,2294,894,829
HowardCounty,,Some Highschool,,,,,
HowardCounty,,,Not working,13638,14102,15937,14749
HowardCounty,,,part time,3592,4265,3326,2996
HowardCounty,,,full time,3211,2679,2750,2598
HowardCounty,,Regular Highschool Diploma,,,,,
HowardCounty,,,Not working,11987,12294,11367,11706
HowardCounty,,,part-time,3506,4061,3722,5869
HowardCounty,,,full-time,17043,14921,16129,18725
HowardCounty,,GED,,,,,
HowardCounty,,,Not working,903,1571,1212,918
HowardCounty,,,part-time,170,572,573,607
HowardCounty,,,full-time,1337,1482,2313,1991
HowardCounty,,Some College,,,,,
